Product Id,Product Handle,Product Title,Product Status,Product Thumbnail,Product Sales Channel 1,Variant Id
prod_01KFDQ58XZCMY27AWMSNCDTV67,sweatshirt,Medusa Sweatshirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5921N3CPSY4B7NMZ6B16
prod_01KFDQ58XZCMY27AWMSNCDTV67,sweatshirt,Medusa Sweatshirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ59226Q4ZMB74SYJQDH6A
prod_01KFDQ58XZCMY27AWMSNCDTV67,sweatshirt,Medusa Sweatshirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5922KVV0VT8DG5QWHK05
prod_01KFDQ58XZCMY27AWMSNCDTV67,sweatshirt,Medusa Sweatshirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatshirt-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5922Z8WJSW7SN8EAACJ7
prod_01KFDQ58XZF6CY78RA4SJX21DX,sweatpants,Medusa Sweatpants,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5922K7CMWZ3JSZTJEN90
prod_01KFDQ58XZF6CY78RA4SJX21DX,sweatpants,Medusa Sweatpants,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ59234S2YMN7QT3SX5HWQ
prod_01KFDQ58XZF6CY78RA4SJX21DX,sweatpants,Medusa Sweatpants,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5923KP2KPVWRYWXZQB5D
prod_01KFDQ58XZF6CY78RA4SJX21DX,sweatpants,Medusa Sweatpants,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/sweatpants-gray-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5923TPY9SZ7FY22BA1CY
prod_01KFDQ58XZQY0KHD0AFPCP66AZ,shorts,Medusa Shorts,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ59238GTK99VK65XYJB7Z
prod_01KFDQ58XZQY0KHD0AFPCP66AZ,shorts,Medusa Shorts,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5923KGW43MA11KB07CGR
prod_01KFDQ58XZQY0KHD0AFPCP66AZ,shorts,Medusa Shorts,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5924GWB8YHSCJCAV5PWQ
prod_01KFDQ58XZQY0KHD0AFPCP66AZ,shorts,Medusa Shorts,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5924S393DQCYNQM0Z1V4
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ591ZMJDWZE7G5H4D2P03
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ591ZR436QFR1VJ4ZJ1VT
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ592045NB0N2HZGTPMVDT
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ59206WR74RRQQDSKJDMK
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5920DFVRVPE53DHTD50T
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5920E87Y0FZNA4WBW5HC
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5921QGCN371KDGBY1GWW
prod_01KFDQ58XZV2JVY1E6CGGHDV14,t-shirt,Medusa T-Shirt,published,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFDQ5921VGE6YE9QS5Z4RVK6
prod_01KFFFKZS7YDQR5G5JQBFBRCG7,mobile,Mobile,published,,sc_01KFDQ50QE0S0HT51FCWXZ204S,variant_01KFFFKZYAAM4GSFMNGXJGAPAP
